Geoid,Time,ID,Month,Year,DateGen,GasPrice,Crashes,Fatalities,Injuries,DWI,TotalTrips,EmpPrcnt,MedHHInc,VehOwn0,PopDensity,TripsRideAustin,Airport,Commercial,Period,LogCrashes,LogPopDensity,LogInjuries,LogDWI,LogFatalities,LogTripsRideAustin,"Transfer Function Model (1) - Num0,0",Transfer Function Model (1) - Intercept
48453000101,13,2617,1,2013,13-Jan,3.175,10,0,3,1,25016.56053,0.676,74474,0.0154,33856.66506,0,0,0,1,2.397895273,10.42992069,1.386294361,0.693147181,0,0,-5144.5066,125.0993
48453000101,14,2835,2,2013,13-Feb,3.487,4,1,3,3,23286.37517,0.676,74474,0.0154,33856.66506,0,0,0,1,1.609437912,10.42992069,1.386294361,1.386294361,0.693147181,0,-5144.5066,125.0993
48453000101,15,3053,3,2013,13-Mar,3.559,7,0,3,3,22790.87139,0.676,74474,0.0154,33856.66506,0,0,0,1,2.079441542,10.42992069,1.386294361,1.386294361,0,0,-5144.5066,125.0993
48453000101,16,3271,4,2013,13-Apr,3.405,13,0,12,3,23458.02611,0.676,74474,0.0154,33856.66506,0,0,0,1,2.63905733,10.42992069,2.564949357,1.386294361,0,0,-5144.5066,125.0993
48453000101,17,3489,5,2013,13-May,3.384,7,0,1,4,23440.96145,0.676,74474,0.0154,33856.66506,0,0,0,1,2.079441542,10.42992069,0.693147181,1.609437912,0,0,-5144.5066,125.0993
48453000101,18,3707,6,2013,13-Jun,3.39,10,0,3,1,23284.99511,0.676,74474,0.0154,33856.66506,0,0,0,1,2.397895273,10.42992069,1.386294361,0.693147181,0,0,-5144.5066,125.0993
48453000101,19,3925,7,2013,13-Jul,3.448,8,0,8,2,22861.51442,0.676,74474,0.0154,33856.66506,0,0,0,1,2.197224577,10.42992069,2.197224577,1.098612289,0,0,-5144.5066,125.0993
48453000101,20,4143,8,2013,13-Aug,3.437,8,0,10,2,22793.0047,0.676,74474,0.0154,33856.66506,0,0,0,1,2.197224577,10.42992069,2.397895273,1.098612289,0,0,-5144.5066,125.0993
48453000101,21,4361,9,2013,13-Sep,3.31,10,0,3,3,23321.25773,0.676,74474,0.0154,33856.66506,0,0,0,1,2.397895273,10.42992069,1.386294361,1.386294361,0,0,-5144.5066,125.0993
48453000101,22,4579,10,2013,13-Oct,3.105,12,0,6,3,24250.78229,0.676,74474,0.0154,33856.66506,0,0,0,1,2.564949357,10.42992069,1.945910149,1.386294361,0,0,-5144.5066,125.0993
48453000101,23,4797,11,2013,13-Nov,3.028,5,0,2,2,24521.81,0.676,74474,0.0154,33856.66506,0,0,0,1,1.791759469,10.42992069,1.098612289,1.098612289,0,0,-5144.5066,125.0993
48453000101,24,5015,12,2013,13-Dec,3.098,5,0,6,1,24036.59523,0.676,74474,0.0154,33856.66506,0,0,0,1,1.791759469,10.42992069,1.945910149,0.693147181,0,0,-5144.5066,125.0993
48453000101,25,5233,1,2014,14-Jan,3.114,7,0,6,3,23829.18383,0.678,80363,0.0039,34643.20726,0,0,0,1,2.079441542,10.45288581,1.945910149,1.386294361,0,0,-5144.5066,125.0993
48453000101,26,5451,2,2014,14-Feb,3.14,3,0,2,1,23570.32736,0.678,80363,0.0039,34643.20726,0,0,0,1,1.386294361,10.45288581,1.098612289,0.693147181,0,0,-5144.5066,125.0993
48453000101,27,5669,3,2014,14-Mar,3.302,7,1,0,2,22611.81799,0.678,80363,0.0039,34643.20726,0,0,0,1,2.079441542,10.45288581,0,1.098612289,0.693147181,0,-5144.5066,125.0993
48453000101,28,5887,4,2014,14-Apr,3.47,1,0,1,1,21622.44158,0.678,80363,0.0039,34643.20726,0,0,0,1,0.693147181,10.45288581,0.693147181,0.693147181,0,0,-5144.5066,125.0993
48453000101,29,6105,5,2014,14-May,3.451,1,0,4,4,21595.0879,0.678,80363,0.0039,34643.20726,0,0,0,1,0.693147181,10.45288581,1.609437912,1.609437912,0,0,-5144.5066,125.0993
48453000101,30,11555,6,2016,16-Jun,2.13,8,0,6,2,30601,0.752,95724,0.0032,38275.44149,18,0,0,3,2.197224577,10.55258988,1.945910149,1.098612289,0,2.944438979,-5144.5066,125.0993
48453000101,31,11773,7,2016,16-Jul,2.043,12,0,3,0,31673,0.752,95724,0.0032,38275.44149,144,0,0,3,2.564949357,10.55258988,1.386294361,0,0,4.976733742,-5144.5066,125.0993
48453000101,32,11991,8,2016,16-Aug,1.969,6,0,3,0,32962,0.752,95724,0.0032,38275.44149,333,0,0,3,1.945910149,10.55258988,1.386294361,0,0,5.811140993,-5144.5066,125.0993
48453000101,33,12209,9,2016,16-Sep,1.966,6,1,2,3,32972,0.752,95724,0.0032,38275.44149,701,0,0,3,1.945910149,10.55258988,1.098612289,1.386294361,0.693147181,6.553933404,-5144.5066,125.0993
48453000101,34,12427,10,2016,16-Oct,2.02,7,0,7,1,32226,0.752,95724,0.0032,38275.44149,1389,0,0,3,2.079441542,10.55258988,2.079441542,0.693147181,0,7.237059026,-5144.5066,125.0993
48453000101,35,12645,11,2016,16-Nov,1.944,7,0,0,1,32924,0.752,95724,0.0032,38275.44149,1001,0,0,3,2.079441542,10.55258988,0,0.693147181,0,6.909753282,-5144.5066,125.0993
48453000101,36,12863,12,2016,16-Dec,2.018,10,0,7,0,34164,0.752,95724,0.0032,38275.44149,1237,0,0,3,2.397895273,10.55258988,2.079441542,0,0,7.121252453,-5144.5066,125.0993
48453000101,37,13081,1,2017,17-Jan,2.132,7,0,4,2,33594,0.708,101944,0,37674.4879,1278,0,0,3,2.079441542,10.53676497,1.609437912,1.098612289,0,7.153833802,-5144.5066,125.0993
48453000101,38,13299,2,2017,17-Feb,2.068,7,0,3,3,35757,0.708,101944,0,37674.4879,1525,0,0,3,2.079441542,10.53676497,1.386294361,1.386294361,0,7.330405212,-5144.5066,125.0993
48453000101,39,13517,3,2017,17-Mar,2.082,5,0,2,1,34719,0.708,101944,0,37674.4879,2043,0,0,3,1.791759469,10.53676497,1.098612289,0.693147181,0,7.622663951,-5144.5066,125.0993
48453000101,40,13735,4,2017,17-Apr,2.208,3,0,1,1,34741,0.708,101944,0,37674.4879,801,0,0,3,1.386294361,10.53676497,0.693147181,0.693147181,0,6.687108608,-5144.5066,125.0993
48453000102,1,2,1,2012,12-Jan,3.208,1,0,2,0,3934.981369,0.604,143393,0.0233,12144.51551,0,0,0,1,0.693147181,9.404715287,1.098612289,0,0,0,-2998.840098,-37.80780672
48453000102,2,220,2,2012,12-Feb,3.468,1,0,0,0,3193.090751,0.604,143393,0.0233,12144.51551,0,0,0,1,0.693147181,9.404715287,0,0,0,0,-2998.840098,-37.80780672
48453000102,3,438,3,2012,12-Mar,3.699,1,0,1,3,2538.166495,0.604,143393,0.0233,12144.51551,0,0,0,1,0.693147181,9.404715287,0.693147181,1.386294361,0,0,-2998.840098,-37.80780672
48453000102,4,656,4,2012,12-Apr,3.784,4,0,2,1,2321.072893,0.604,143393,0.0233,12144.51551,0,0,0,1,1.609437912,9.404715287,1.098612289,0.693147181,0,0,-2998.840098,-37.80780672
48453000102,5,874,5,2012,12-May,3.534,4,0,2,0,3108.590724,0.604,143393,0.0233,12144.51551,0,0,0,1,1.609437912,9.404715287,1.098612289,0,0,0,-2998.840098,-37.80780672
48453000102,6,1092,6,2012,12-Jun,3.309,2,0,1,1,3821.137553,0.604,143393,0.0233,12144.51551,0,0,0,1,1.098612289,9.404715287,0.693147181,0.693147181,0,0,-2998.840098,-37.80780672
48453000102,7,1310,7,2012,12-Jul,3.263,0,0,0,0,3996.892004,0.604,143393,0.0233,12144.51551,0,0,0,1,0,9.404715287,0,0,0,0,-2998.840098,-37.80780672
48453000102,8,1528,8,2012,12-Aug,3.521,2,0,1,1,3260.999066,0.604,143393,0.0233,12144.51551,0,0,0,1,1.098612289,9.404715287,0.693147181,0.693147181,0,0,-2998.840098,-37.80780672
48453000102,9,1746,9,2012,12-Sep,3.648,3,0,2,1,2917.95418,0.604,143393,0.0233,12144.51551,0,0,0,1,1.386294361,9.404715287,1.098612289,0.693147181,0,0,-2998.840098,-37.80780672
48453000102,10,1964,10,2012,12-Oct,3.478,2,0,2,5,3465.564803,0.604,143393,0.0233,12144.51551,0,0,0,1,1.098612289,9.404715287,1.098612289,1.791759469,0,0,-2998.840098,-37.80780672
48453000102,11,2182,11,2012,12-Nov,3.183,4,0,9,1,4388.030439,0.604,143393,0.0233,12144.51551,0,0,0,1,1.609437912,9.404715287,2.302585093,0.693147181,0,0,-2998.840098,-37.80780672
48453000102,12,2400,12,2012,12-Dec,3.081,2,0,1,0,4731.719936,0.604,143393,0.0233,12144.51551,0,0,0,1,1.098612289,9.404715287,0.693147181,0,0,0,-2998.840098,-37.80780672
48453000102,13,2618,1,2013,13-Jan,3.175,0,0,0,1,4487.636773,0.591,146193,0.0106,12471.40704,0,0,0,1,0,9.431274047,0,0.693147181,0,0,-2998.840098,-37.80780672
48453000102,14,2836,2,2013,13-Feb,3.487,0,0,0,1,3589.806469,0.591,146193,0.0106,12471.40704,0,0,0,1,0,9.431274047,0,0.693147181,0,0,-2998.840098,-37.80780672
48453000102,15,3054,3,2013,13-Mar,3.559,2,0,1,2,3411.697789,0.591,146193,0.0106,12471.40704,0,0,0,1,1.098612289,9.431274047,0.693147181,1.098612289,0,0,-2998.840098,-37.80780672
48453000102,16,3272,4,2013,13-Apr,3.405,2,0,1,0,3911.326971,0.591,146193,0.0106,12471.40704,0,0,0,1,1.098612289,9.431274047,0.693147181,0,0,0,-2998.840098,-37.80780672
48453000102,17,3490,5,2013,13-May,3.384,5,0,2,0,4012.11042,0.591,146193,0.0106,12471.40704,0,0,0,1,1.791759469,9.431274047,1.098612289,0,0,0,-2998.840098,-37.80780672
48453000102,18,3708,6,2013,13-Jun,3.39,2,0,3,0,4031.925186,0.591,146193,0.0106,12471.40704,0,0,0,1,1.098612289,9.431274047,1.386294361,0,0,0,-2998.840098,-37.80780672
48453000102,19,3926,7,2013,13-Jul,3.448,4,0,2,0,3895.800267,0.591,146193,0.0106,12471.40704,0,0,0,1,1.609437912,9.431274047,1.098612289,0,0,0,-2998.840098,-37.80780672
48453000102,20,4144,8,2013,13-Aug,3.437,2,0,0,4,3966.595315,0.591,146193,0.0106,12471.40704,0,0,0,1,1.098612289,9.431274047,0,1.609437912,0,0,-2998.840098,-37.80780672
48453000102,21,4362,9,2013,13-Sep,3.31,3,0,1,0,4385.255814,0.591,146193,0.0106,12471.40704,0,0,0,1,1.386294361,9.431274047,0.693147181,0,0,0,-2998.840098,-37.80780672
48453000102,22,4580,10,2013,13-Oct,3.105,5,0,1,1,5037.82584,0.591,146193,0.0106,12471.40704,0,0,0,1,1.791759469,9.431274047,0.693147181,0.693147181,0,0,-2998.840098,-37.80780672
48453000102,23,4798,11,2013,13-Nov,3.028,2,1,0,1,5306.544335,0.591,146193,0.0106,12471.40704,0,0,0,1,1.098612289,9.431274047,0,0.693147181,0.693147181,0,-2998.840098,-37.80780672
48453000102,24,5016,12,2013,13-Dec,3.098,1,0,0,0,5134.433335,0.591,146193,0.0106,12471.40704,0,0,0,1,0.693147181,9.431274047,0,0,0,0,-2998.840098,-37.80780672
48453000102,25,5234,1,2014,14-Jan,3.114,0,0,0,0,5124.2597,0.591,145441,0.0068,12936.97982,0,0,0,1,0,9.467922437,0,0,0,0,-2998.840098,-37.80780672
48453000102,26,5452,2,2014,14-Feb,3.14,1,0,0,0,5084.097664,0.591,145441,0.0068,12936.97982,0,0,0,1,0.693147181,9.467922437,0,0,0,0,-2998.840098,-37.80780672
48453000102,27,5670,3,2014,14-Mar,3.302,1,0,0,0,4636.093375,0.591,145441,0.0068,12936.97982,0,0,0,1,0.693147181,9.467922437,0,0,0,0,-2998.840098,-37.80780672
48453000102,28,5888,4,2014,14-Apr,3.47,3,0,0,0,4170.096045,0.591,145441,0.0068,12936.97982,0,0,0,1,1.386294361,9.467922437,0,0,0,0,-2998.840098,-37.80780672
48453000102,29,6106,5,2014,14-May,3.451,1,0,1,0,4264.881814,0.591,145441,0.0068,12936.97982,0,0,0,1,0.693147181,9.467922437,0.693147181,0,0,0,-2998.840098,-37.80780672
48453000102,30,11556,6,2016,16-Jun,2.13,1,0,0,0,16291,0.629,136176,0,12738.86374,9,0,0,3,0.693147181,9.452491234,0,0,0,2.302585093,-2998.840098,-37.80780672
48453000102,31,11774,7,2016,16-Jul,2.043,2,0,2,0,15634,0.629,136176,0,12738.86374,45,0,0,3,1.098612289,9.452491234,1.098612289,0,0,3.828641396,-2998.840098,-37.80780672
48453000102,32,11992,8,2016,16-Aug,1.969,2,0,0,0,16461,0.629,136176,0,12738.86374,118,0,0,3,1.098612289,9.452491234,0,0,0,4.779123493,-2998.840098,-37.80780672
48453000102,33,12210,9,2016,16-Sep,1.966,5,0,1,1,15959,0.629,136176,0,12738.86374,281,0,0,3,1.791759469,9.452491234,0.693147181,0.693147181,0,5.641907071,-2998.840098,-37.80780672
48453000102,34,12428,10,2016,16-Oct,2.02,1,0,0,0,15756,0.629,136176,0,12738.86374,460,0,0,3,0.693147181,9.452491234,0,0,0,6.133398043,-2998.840098,-37.80780672
48453000102,35,12646,11,2016,16-Nov,1.944,3,0,0,0,16381,0.629,136176,0,12738.86374,337,0,0,3,1.386294361,9.452491234,0,0,0,5.823045895,-2998.840098,-37.80780672
48453000102,36,12864,12,2016,16-Dec,2.018,3,0,2,0,15461,0.629,136176,0,12738.86374,504,0,0,3,1.386294361,9.452491234,1.098612289,0,0,6.224558429,-2998.840098,-37.80780672
48453000102,37,13082,1,2017,17-Jan,2.132,1,0,3,2,15399,0.627,157563,0,13075.66107,473,0,0,3,0.693147181,9.478584323,1.386294361,1.098612289,0,6.161207322,-2998.840098,-37.80780672
48453000102,38,13300,2,2017,17-Feb,2.068,3,0,1,0,15036,0.627,157563,0,13075.66107,482,0,0,3,1.386294361,9.478584323,0.693147181,0,0,6.180016654,-2998.840098,-37.80780672
48453000102,39,13518,3,2017,17-Mar,2.082,2,0,1,0,13898,0.627,157563,0,13075.66107,800,0,0,3,1.098612289,9.478584323,0.693147181,0,0,6.685860947,-2998.840098,-37.80780672
48453000102,40,13736,4,2017,17-Apr,2.208,2,0,0,0,14251,0.627,157563,0,13075.66107,345,0,0,3,1.098612289,9.478584323,0,0,0,5.846438775,-2998.840098,-37.80780672
48453000203,1,3,1,2012,12-Jan,3.208,3,0,1,3,20117.15422,0.637,44083,0.0165,35731.49984,0,0,0,1,1.386294361,10.48381591,0.693147181,1.386294361,0,0,-3506.827592,58.51023313
48453000203,2,221,2,2012,12-Feb,3.468,5,0,5,3,19146.86881,0.637,44083,0.0165,35731.49984,0,0,0,1,1.791759469,10.48381591,1.791759469,1.386294361,0,0,-3506.827592,58.51023313
48453000203,3,439,3,2012,12-Mar,3.699,4,0,1,1,18278.2814,0.637,44083,0.0165,35731.49984,0,0,0,1,1.609437912,10.48381591,0.693147181,0.693147181,0,0,-3506.827592,58.51023313
48453000203,4,657,4,2012,12-Apr,3.784,5,0,3,0,17921.69082,0.637,44083,0.0165,35731.49984,0,0,0,1,1.791759469,10.48381591,1.386294361,0,0,0,-3506.827592,58.51023313
48453000203,5,875,5,2012,12-May,3.534,5,0,7,3,18739.88749,0.637,44083,0.0165,35731.49984,0,0,0,1,1.791759469,10.48381591,2.079441542,1.386294361,0,0,-3506.827592,58.51023313
48453000203,6,1093,6,2012,12-Jun,3.309,4,0,3,0,19470.41346,0.637,44083,0.0165,35731.49984,0,0,0,1,1.609437912,10.48381591,1.386294361,0,0,0,-3506.827592,58.51023313
48453000203,7,1311,7,2012,12-Jul,3.263,7,0,2,0,19573.2173,0.637,44083,0.0165,35731.49984,0,0,0,1,2.079441542,10.48381591,1.098612289,0,0,0,-3506.827592,58.51023313
48453000203,8,1529,8,2012,12-Aug,3.521,2,0,1,1,18609.94555,0.637,44083,0.0165,35731.49984,0,0,0,1,1.098612289,10.48381591,0.693147181,0.693147181,0,0,-3506.827592,58.51023313
48453000203,9,1747,9,2012,12-Sep,3.648,5,0,6,1,18106.06821,0.637,44083,0.0165,35731.49984,0,0,0,1,1.791759469,10.48381591,1.945910149,0.693147181,0,0,-3506.827592,58.51023313
48453000203,10,1965,10,2012,12-Oct,3.478,7,0,6,1,18643.71867,0.637,44083,0.0165,35731.49984,0,0,0,1,2.079441542,10.48381591,1.945910149,0.693147181,0,0,-3506.827592,58.51023313
48453000203,11,2183,11,2012,12-Nov,3.183,3,0,1,0,19619.72257,0.637,44083,0.0165,35731.49984,0,0,0,1,1.386294361,10.48381591,0.693147181,0,0,0,-3506.827592,58.51023313
48453000203,12,2401,12,2012,12-Dec,3.081,4,0,4,1,19918.90876,0.637,44083,0.0165,35731.49984,0,0,0,1,1.609437912,10.48381591,1.609437912,0.693147181,0,0,-3506.827592,58.51023313
48453000203,13,2619,1,2013,13-Jan,3.175,3,0,1,2,19530.75673,0.625,51157,0.0265,37516.91548,0,0,0,1,1.386294361,10.53257384,0.693147181,1.098612289,0,0,-3506.827592,58.51023313
48453000203,14,2837,2,2013,13-Feb,3.487,5,0,3,0,18378.11629,0.625,51157,0.0265,37516.91548,0,0,0,1,1.791759469,10.53257384,1.386294361,0,0,0,-3506.827592,58.51023313
48453000203,15,3055,3,2013,13-Mar,3.559,5,0,3,2,18067.11447,0.625,51157,0.0265,37516.91548,0,0,0,1,1.791759469,10.53257384,1.386294361,1.098612289,0,0,-3506.827592,58.51023313
48453000203,16,3273,4,2013,13-Apr,3.405,2,0,4,0,18548.65568,0.625,51157,0.0265,37516.91548,0,0,0,1,1.098612289,10.53257384,1.609437912,0,0,0,-3506.827592,58.51023313
48453000203,17,3491,5,2013,13-May,3.384,4,0,6,1,18563.78883,0.625,51157,0.0265,37516.91548,0,0,0,1,1.609437912,10.53257384,1.945910149,0.693147181,0,0,-3506.827592,58.51023313
48453000203,18,3709,6,2013,13-Jun,3.39,8,1,7,1,18484.23763,0.625,51157,0.0265,37516.91548,0,0,0,1,2.197224577,10.53257384,2.079441542,0.693147181,0.693147181,0,-3506.827592,58.51023313
48453000203,19,3927,7,2013,13-Jul,3.448,2,0,1,0,18222.3314,0.625,51157,0.0265,37516.91548,0,0,0,1,1.098612289,10.53257384,0.693147181,0,0,0,-3506.827592,58.51023313
48453000203,20,4145,8,2013,13-Aug,3.437,3,0,0,0,18202.39627,0.625,51157,0.0265,37516.91548,0,0,0,1,1.386294361,10.53257384,0,0,0,0,-3506.827592,58.51023313
48453000203,21,4363,9,2013,13-Sep,3.31,4,0,2,1,18589.25314,0.625,51157,0.0265,37516.91548,0,0,0,1,1.609437912,10.53257384,1.098612289,0.693147181,0,0,-3506.827592,58.51023313
48453000203,22,4581,10,2013,13-Oct,3.105,5,0,5,0,19249.64256,0.625,51157,0.0265,37516.91548,0,0,0,1,1.791759469,10.53257384,1.791759469,0,0,0,-3506.827592,58.51023313
48453000203,23,4799,11,2013,13-Nov,3.028,3,0,2,1,19461.15805,0.625,51157,0.0265,37516.91548,0,0,0,1,1.386294361,10.53257384,1.098612289,0.693147181,0,0,-3506.827592,58.51023313
48453000203,24,5017,12,2013,13-Dec,3.098,2,0,0,2,19157.16989,0.625,51157,0.0265,37516.91548,0,0,0,1,1.098612289,10.53257384,0,1.098612289,0,0,-3506.827592,58.51023313
48453000203,25,5235,1,2014,14-Jan,3.114,2,0,3,1,19042.55041,0.641,54350,0.0403,38490.77855,0,0,0,1,1.098612289,10.55819995,1.386294361,0.693147181,0,0,-3506.827592,58.51023313
48453000203,26,5453,2,2014,14-Feb,3.14,3,0,2,0,18892.86266,0.641,54350,0.0403,38490.77855,0,0,0,1,1.386294361,10.55819995,1.098612289,0,0,0,-3506.827592,58.51023313
48453000203,27,5671,3,2014,14-Mar,3.302,5,0,3,2,18266.24636,0.641,54350,0.0403,38490.77855,0,0,0,1,1.791759469,10.55819995,1.386294361,1.098612289,0,0,-3506.827592,58.51023313
48453000203,28,5889,4,2014,14-Apr,3.47,2,0,2,0,17618.58909,0.641,54350,0.0403,38490.77855,0,0,0,1,1.098612289,10.55819995,1.098612289,0,0,0,-3506.827592,58.51023313
48453000203,29,6107,5,2014,14-May,3.451,4,0,1,0,17626.70858,0.641,54350,0.0403,38490.77855,0,0,0,1,1.609437912,10.55819995,0.693147181,0,0,0,-3506.827592,58.51023313
48453000203,30,11557,6,2016,16-Jun,2.13,4,0,1,0,27948,0.578,54797,0.0234,34085.20751,12,0,0,3,1.609437912,10.43664811,0.693147181,0,0,2.564949357,-3506.827592,58.51023313
48453000203,31,11775,7,2016,16-Jul,2.043,3,0,0,0,28055,0.578,54797,0.0234,34085.20751,122,0,0,3,1.386294361,10.43664811,0,0,0,4.812184355,-3506.827592,58.51023313
48453000203,32,11993,8,2016,16-Aug,1.969,4,0,2,0,28465,0.578,54797,0.0234,34085.20751,427,0,0,3,1.609437912,10.43664811,1.098612289,0,0,6.059123196,-3506.827592,58.51023313
48453000203,33,12211,9,2016,16-Sep,1.966,5,0,4,0,28318,0.578,54797,0.0234,34085.20751,974,0,0,3,1.791759469,10.43664811,1.609437912,0,0,6.882437471,-3506.827592,58.51023313
48453000203,34,12429,10,2016,16-Oct,2.02,3,0,2,0,28432,0.578,54797,0.0234,34085.20751,1832,0,0,3,1.386294361,10.43664811,1.098612289,0,0,7.513709248,-3506.827592,58.51023313
48453000203,35,12647,11,2016,16-Nov,1.944,2,0,2,2,28265,0.578,54797,0.0234,34085.20751,1505,0,0,3,1.098612289,10.43664811,1.098612289,1.098612289,0,7.317212408,-3506.827592,58.51023313
48453000203,36,12865,12,2016,16-Dec,2.018,3,0,2,1,28820,0.578,54797,0.0234,34085.20751,1570,0,0,3,1.386294361,10.43664811,1.098612289,0.693147181,0,7.359467638,-3506.827592,58.51023313
48453000203,37,13083,1,2017,17-Jan,2.132,2,0,1,2,28635,0.571,54777,0.034,36960.42229,1790,0,0,3,1.098612289,10.51763001,0.693147181,1.098612289,0,7.490529402,-3506.827592,58.51023313
48453000203,38,13301,2,2017,17-Feb,2.068,4,0,3,0,29881,0.571,54777,0.034,36960.42229,2133,0,0,3,1.609437912,10.51763001,1.386294361,0,0,7.665753432,-3506.827592,58.51023313
48453000203,39,13519,3,2017,17-Mar,2.082,7,0,3,0,28048,0.571,54777,0.034,36960.42229,2557,0,0,3,2.079441542,10.51763001,1.386294361,0,0,7.846980982,-3506.827592,58.51023313
48453000203,40,13737,4,2017,17-Apr,2.208,4,0,4,1,25734,0.571,54777,0.034,36960.42229,945,0,0,3,1.609437912,10.51763001,1.609437912,0.693147181,0,6.852242569,-3506.827592,58.51023313
48453000204,1,4,1,2012,12-Jan,3.208,11,0,8,4,36185.91129,0.697,48494,0.036,45278.45291,0,0,0,1,2.48490665,10.72060863,2.197224577,1.609437912,0,0,-8380.52075,143.1670772
48453000204,2,222,2,2012,12-Feb,3.468,16,1,11,1,33863.80882,0.697,48494,0.036,45278.45291,0,0,0,1,2.833213344,10.72060863,2.48490665,0.693147181,0.693147181,0,-8380.52075,143.1670772
48453000204,3,440,3,2012,12-Mar,3.699,11,0,12,1,31784.74145,0.697,48494,0.036,45278.45291,0,0,0,1,2.48490665,10.72060863,2.564949357,0.693147181,0,0,-8380.52075,143.1670772
48453000204,4,658,4,2012,12-Apr,3.784,7,0,2,1,30929.23011,0.697,48494,0.036,45278.45291,0,0,0,1,2.079441542,10.72060863,1.098612289,0.693147181,0,0,-8380.52075,143.1670772
48453000204,5,876,5,2012,12-May,3.534,11,0,11,2,32881.19322,0.697,48494,0.036,45278.45291,0,0,0,1,2.48490665,10.72060863,2.48490665,1.098612289,0,0,-8380.52075,143.1670772
48453000204,6,1094,6,2012,12-Jun,3.309,10,0,12,2,34623.64331,0.697,48494,0.036,45278.45291,0,0,0,1,2.397895273,10.72060863,2.564949357,1.098612289,0,0,-8380.52075,143.1670772
48453000204,7,1312,7,2012,12-Jul,3.263,14,0,10,0,34865.98018,0.697,48494,0.036,45278.45291,0,0,0,1,2.708050201,10.72060863,2.397895273,0,0,0,-8380.52075,143.1670772
48453000204,8,1530,8,2012,12-Aug,3.521,17,0,11,3,32560.63875,0.697,48494,0.036,45278.45291,0,0,0,1,2.890371758,10.72060863,2.48490665,1.386294361,0,0,-8380.52075,143.1670772
48453000204,9,1748,9,2012,12-Sep,3.648,16,0,11,0,31353.14554,0.697,48494,0.036,45278.45291,0,0,0,1,2.833213344,10.72060863,2.48490665,0,0,0,-8380.52075,143.1670772
48453000204,10,1966,10,2012,12-Oct,3.478,8,0,6,1,32634.66699,0.697,48494,0.036,45278.45291,0,0,0,1,2.197224577,10.72060863,1.945910149,0.693147181,0,0,-8380.52075,143.1670772
48453000204,11,2184,11,2012,12-Nov,3.183,9,0,7,4,34963.75354,0.697,48494,0.036,45278.45291,0,0,0,1,2.302585093,10.72060863,2.079441542,1.609437912,0,0,-8380.52075,143.1670772
